term_uuid	lbl	class_code	class_name	tier	method	reason	gtc_ids	n_sources
GSD:eef38347-96be-41d1-8746-e14126ef45c9	3-Fucosyllactose	2B	Single descriptor phrase	2	llm	single descriptor fucosylated applied to lactose		1
GSD:d03cfa9f-ae12-4f77-81b9-afce3360c6c9	A-tetra Lactose	2C	Composite descriptive phrase	2	llm	upgraded from 2B: contains two descriptors – ‘tetra’ plus the core word ‘lactose’, so it exceeds the single‑descriptor rule.		3
GSD:c05bf8d1-b5fe-4171-99b0-8469efd224f9	B-tetra Lactose	3B	Monosaccharide or named disaccharide	3	llm	named disaccharide		3
GSD:eed93e54-f598-4df4-a3ba-45c90ac903fd	Difucosyllactose	2C	Composite descriptive phrase	2	llm	upgraded from 2B: The term combines two distinct structural features—‘difucosyl’ and ‘lactose’—making it a composite multi‑descriptive glycoconjugate rather than a simple single descriptor.		1
GSD:42ff6ce1-17f1-4b4c-906e-f0b12631c1cf	Chondroitin tetrasaccharide	2B	Single descriptor phrase	2	llm	descriptor+tetrasaccharide+GAG		1
GSD:6e63175b-7d8f-4588-b047-5c45e92397fb	Heparin decasaccharide	1A	Canonical named glycan entity	1	llm	canonical GAG entity		1
GSD:8c92ef2c-14d4-45da-a183-a0c03aec0f34	Heparin heptasaccharide	1A	Canonical named glycan entity	1	llm	canonical GAG entity		1
GSD:e4055e93-69dd-4047-8754-0f2b0eac6d15	Heparin hexasaccharide (deoxyGlcN)	1A	Canonical named glycan entity	1	llm	canonical GAG heparin		3
GSD:b628e532-f0d9-40ad-a083-8741ea2fca78	Heparin nonasaccharide	1A	Canonical named glycan entity	1	llm	canonical GAG name		1
GSD:48a1cf55-d62c-4f1d-adc3-1c53ecfbda37	Heparin octasaccharide	1A	Canonical named glycan entity	1	llm	canonical GAG name		1
GSD:ced7a2a1-ec14-4513-8d5f-79596136063b	Heparin pentasaccharide	1A	Canonical named glycan entity	1	llm	named GAG entity		2
GSD:f5ff0d6e-a4a6-413f-b6d3-315d04fc3880	Heparin tetrasaccharide	1A	Canonical named glycan entity	1	llm	canonical GAG entity		1
GSD:e707fddd-30ab-4bc2-9810-b86f0a700970	Hyalonuric acid hexasaccharide	2C	Composite descriptive phrase	2	llm	Composite glycan description		2
GSD:461add07-b35e-47c8-866c-0f4dfb007298	Hyalonuric acid tetrasaccharide	2B	Single descriptor phrase	2	llm	generic tetrasaccharide descriptor		1
GSD:a323f1dc-46ab-413c-98d8-7c38c54cc8ca	SR123781A (Heparin 16)	1A	Canonical named glycan entity	1	llm	named GAG heparin		1
GSD:bb993721-03ec-4f45-8435-ec9d0aedcf4b	deoxy-GlcA b1-3 GalNAc [4S] b1-4 GlcA b1-3 GalNAc [4S]	X	Outside scheme	X	llm	generic oligosaccharide string		1
GSD:2ea01c07-0d3e-40b3-87e6-1be6ab59fcec	Xeno lewis X (Gal Lewis x)	1A	Canonical named glycan entity	1	llm	canonical Lewis X epitope		1
GSD:3bb22683-9715-4e72-8c23-c14084150174	Xeno lewis a	1A	Canonical named glycan entity	1	llm	canonical Lewis a		1
GSD:7cb5748e-1e8c-49aa-8482-b18bc3fe0e76	Galili-tri	3C	Association-defined glycan marker	3	llm	"contains explicit protein anchor ""Galili"""		3
GSD:8628423b-7feb-49f2-b5d8-c59ef8c69ef0	Xeno antigen type 1	1A	Canonical named glycan entity	1	llm	upgraded from 2B: The phrase ‘Xeno antigen type 1’ represents a specific antigen designation rather than a simple descriptor+noun structure and therefore falls under a canonical named entity.		1
GSD:fc71ad32-1693-406d-adcf-1469197dc73e	Isoglobopentaose (iGB5)	1A	Canonical named glycan entity	1	llm	upgraded from 2B: canonical named entity		1
GSD:3cb24a69-32be-4380-8552-f8405dc1f0d3	Isoglobotriose (iGB3)	1A	Canonical named glycan entity	1	llm	"upgraded from 2B: Specific canonical glycotope ""Isoglobotriose"""		3
GSD:bdfe6cb3-6982-419f-b8b2-a6b7a463749a	GA1 (aGM1)	1A	Canonical named glycan entity	1	llm	canonical globo-series epitope	G21856LC	2
GSD:0570980f-ac8a-477a-b691-acdb8d9b7cd6	Neu5Ac a2-3 Gal b1-4 Glc b	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notations		1
GSD:7c8f9a7f-10a6-4fd8-b880-a0fcfd7db647	Glucuronyl_Lactose	3B	Monosaccharide or named disaccharide	3	llm	Modified disaccharide		1
GSD:ed0f9d3e-5fb6-43fe-8402-7a30c04435d7	Glucuronyl-Lacto-N-tetraose	2C	Composite descriptive phrase	2	llm	upgraded from 2B: contains both ‘glucuronyl’ and ‘lacto‑n‑tetraose’, i.e., more than one descriptive element		1
GSD:38f1e228-ec20-4d17-947e-c561fe1ffdc5	GPI anchor	3A	Umbrella / glycoconjugate class	3	llm	General glycosylphosphatidylinositol anchor		1
GSD:c7672a6a-ae53-4bd9-9a8d-cd094b856ec3	6-su-GalNAc-SiaLewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis x derivative		1
GSD:e1e1963f-5416-463c-9c72-22ca3fb1d1fb	6-su-Gal-SiaLewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis x epitope		1
GSD:4a3ed001-dd22-4eb6-bd1b-b65bdc93d2ba	di-Lewis x b1-4 Lewis x [di-Lewis x]	1A	Canonical named glycan entity	1	llm	canonical Lewis x derivative		1
GSD:ea602361-539c-4e50-ad0a-f4945c1c15c9	Lewis a Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope		1
GSD:2a3882e1-188d-4a9c-8772-433ddaf26f7d	Lewis a LN	1A	Canonical named glycan entity	1	llm	canonical Lewis a epitope		1
GSD:57e63550-a1b1-4cbb-8604-777f6cce2811	Lewis b pentaose	1A	Canonical named glycan entity	1	llm	canonical Lewis b pentamer		1
GSD:03648009-63c5-4e93-88b7-61b53acaac8f	Lewis b tetraose	1A	Canonical named glycan entity	1	llm	canonical Lewis b epitope		1
GSD:85fcc7ad-9d7a-4658-b771-22a9f11bb9f6	Lewis c	1A	Canonical named glycan entity	1	llm	canonical Lewis C epitope	G00049MO	3
GSD:28e24e5c-b8f2-4ba3-bab9-dd8f0a50516d	Lewis x on Core 2	1A	Canonical named glycan entity	1	llm	canonical Lewis x epitope		1
GSD:608d1147-c878-499b-9d77-2f19e9b99993	Lewis X tetraose [Gal-(Fuc)-GlcNAc-Gal]	1A	Canonical named glycan entity	1	llm	canonical Lewis X epitope		2
GSD:0df49418-da9b-4b81-b633-c61e0fce8c6c	Lewis y Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis epitopes		1
GSD:f9e58d15-9405-4205-9fb0-d3f019be366a	Lewis y pentaose	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope		1
GSD:c7c531b7-dcba-4a3e-9ccf-18545c774c04	SLex-Lex (SDLeX)	1A	Canonical named glycan entity	1	llm	canonical sialyl Lewis X		1
GSD:29df5d17-c438-446d-818d-24c117042b40	SLex-Lex-Lex	2C	Composite descriptive phrase	2	llm	upgraded from 2B: The term consists of multiple distinct descriptors ('SLex' and two 'Lex'), exceeding the single‑descriptor requirement of Class 2B.		1
GSD:3c396caf-04a5-48df-9989-0a728b8fece6	tri-Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope		2
GSD:70498a89-4a25-4176-8703-f7d31e495159	Gal b1-4 GalNAc b1-4 Gal b1-4 Glc b	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notations		2
GSD:5d1d3c28-5b3b-475d-bd4e-ae6105c021e0	3′-KDN-Lewis c	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope		3
GSD:2fe7d0f3-b047-4dd5-bbb7-3ae722755e00	3′-KDNLN	2B	Single descriptor phrase	2	llm	default fallback		3
GSD:1f0000dc-155c-4635-a189-23117ecd6292	6P-Man3	2C	Composite descriptive phrase	2	llm	"Composite descriptor ""6P"" plus sugar count"		1
GSD:50ec967c-be24-43a5-91e5-6e5e8ca7eb16	deoxy Chitotetraose	1C	Non-GAG homo/hetero-polymer	1	llm	Chitotetraose is an oligomer of chitin-derived sugar.		1
GSD:052dddfa-2934-4db2-a5f9-d10dfa68bff6	deoxy Chitotriose	2B	Single descriptor phrase	2	llm	fallback – unclassified term		1
GSD:f83febb2-c829-48a8-b3ab-4d32517e6ba4	Fuc-Gal-Xyl	2B	Single descriptor phrase	2	llm	generic sugar chain, no clear category		1
GSD:0760677b-01a5-4471-9948-cd18f5ec7681	Gal a(1-3′) LacNAc	2A	Linkage-specified substructure	2	llm	upgraded from 2B: Explicit alpha‑linkage notation present		1
GSD:3a6da283-3cf5-45d4-8e20-9788c11e78ad	Gal-GlcNAc-(Gal-GlcNAc)-Gal	2A	Linkage-specified substructure	2	llm	upgraded from 2B: Contains explicit linkage-style notation (hyphens indicating bonds).		1
GSD:7738800f-7d80-414f-9a52-0b09f4086b60	GalNAc-(Fuc)-Gal-Glc	2C	Composite descriptive phrase	2	llm	structured multi‑monosaccharide chain		1
GSD:9bb7b217-2022-4752-8ca3-fc59b69f5f0d	GlcNAc b(1-4,6) GalNAc	2C	Composite descriptive phrase	2	llm	linkage-based composite structure		1
GSD:26e563b4-d9a4-4dd5-bb87-690ad5c7cf39	GlcNAc-(Fuc)-GlcNAc	2C	Composite descriptive phrase	2	llm	upgraded from 2B: Contains multiple monosaccharide units forming a branched motif rather than a single descriptor plus optional noun.		1
GSD:1c370c82-d2a5-4403-9275-648419ef4340	GlcNAc-Gal-Glc	2B	Single descriptor phrase	2	llm	fallback – ambiguous compound		1
GSD:0e71ba39-a3bf-49de-b218-5b4b8739fe55	GlcNAc-Man-(GlcNAc-Man)-Man	2E	Composition formula	2	llm	composition-style notation		1
GSD:7a9a818e-7acc-4791-9062-4b31907f95fc	Neu5Ac-Gal-(Fuc)-GlcNAc-OMe	2B	Single descriptor phrase	2	llm	generic glycan fragment		1
GSD:e2f94329-3b2e-488f-9560-f5c869e713da	tetrafluoro-4-methoxy-benzamide-GalN-GlcNAc	2C	Composite descriptive phrase	2	llm	compound has two descriptors plus sugar chain		1
GSD:0263024f-b8b2-4097-aa52-edc40fa30271	Tk	1A	Canonical named glycan entity	1	llm	canonical tumor-associated antigen		1
GSD:2a6ed1d0-e04a-49d1-9fd1-9ad05e9a9d1d	Fucosylated A antigen type 5	1A	Canonical named glycan entity	1	llm	canonical A antigen		1
GSD:871cc8a5-95c9-45e8-95af-b6fdfbc22f9a	Chitohexose	1C	Non-GAG homo/hetero-polymer	1	llm	Plant/microbial polysaccharide-like oligo.		2
GSD:6e561d58-b391-4d90-b748-04221d92fb00	Chitopentose	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: Single monosaccharide-like term		2
GSD:503b0375-3ec3-47fa-977d-2d15a1f6acd6	Chitotetraose	1C	Non-GAG homo/hetero-polymer	1	llm	Microbial polysaccharide oligomer		1
GSD:7827b41c-4be6-48b2-9691-9ded2114b21a	Chitotriose	1C	Non-GAG homo/hetero-polymer	1	llm	Polysaccharide-derived oligosaccharide		1
GSD:51fe293d-d9e7-465c-8704-2fc0c6812254	As-Fibrinogen	3C	Association-defined glycan marker	3	llm	"Protein anchor ""Fibrinogen"" detected"		2
GSD:4f1d7da6-58b3-4d77-8002-e367ea9081a8	asialo-, agalacto-N-glycan from porcine fibrinogen	3C	Association-defined glycan marker	3	llm	protein anchor present		1
GSD:94964c0e-2f2f-473f-a86f-170884e2800f	di-sialylated N-glycan from porcine fibrinogen	3C	Association-defined glycan marker	3	llm	contains protein anchor		1
GSD:fc6555c3-b28b-449a-a73d-2bff9b83b386	2′-F-Di-LN	2D	Glycoform shorthand code	2	llm	upgraded from 2B: Short alphanumeric glycoform shorthand		1
GSD:307dab0b-db0a-4cdf-86aa-479d1b411835	6′-SiaDi-LN	1A	Canonical named glycan entity	1	llm	upgraded from 2B: Specific named oligosaccharide		3
GSD:5d98589a-d40f-4c86-8cbb-94c89346f4c6	Bi-LDN	2C	Composite descriptive phrase	2	llm	"Composite description: ""Bi"" + “LDN” feature."		1
GSD:dac228dc-2f6d-4a32-af74-2c43b63055e5	4′ sulfo Lewis X [4S-Gal-(Fuc)-GlcNAc]	1A	Canonical named glycan entity	1	llm	Modified Lewis X epitope		1
GSD:1bb94508-bf70-4138-aef2-a60715ea8a96	6-LacNAc-TF	2C	Composite descriptive phrase	2	llm	Composite description of LacNAc-modified TF antigen		1
GSD:3aaa868e-fcd1-44bc-82dd-821ee141ae39	6-Siab-TF	1A	Canonical named glycan entity	1	llm	canonical TF antigen		3
GSD:03408cba-238e-425a-a8e0-024ea12a4c72	GlcNAc b(1-2′) TF	1A	Canonical named glycan entity	1	llm	Contains canonical TF antigen		1
GSD:96f37e57-2787-453a-af43-b94005ca5a79	3,6-(LacNAc)2Tn	2C	Composite descriptive phrase	2	llm	Composite Tn modification		1
GSD:45ab87ac-cb21-4a9a-b2b0-beca9b93bfca	3-6-STn	1A	Canonical named glycan entity	1	llm	canonical STn epitope		1
GSD:1a1850ec-7d8b-46b1-b6cf-5e6da37b6513	3-LacNAc-Tn	1A	Canonical named glycan entity	1	llm	canonical tumor-associated antigen		1
GSD:37ace813-5331-4196-be40-cf47b2ac100e	6-LacNAc-Tn	1A	Canonical named glycan entity	1	llm	canonical tumor-associated antigen		1
GSD:7be740e5-da97-4dc1-a678-949fd7691c6b	Disialosylpentaose	2B	Single descriptor phrase	2	llm	generic oligomer description		1
GSD:1a7f2317-70ce-4ef7-a66e-608befdba9dd	(Man)2-GlcNAc	2E	Composition formula	2	llm	upgraded from 2B: Composition‑style representation		1
GSD:0158ab4d-f82e-4732-9069-bc9aab92ea7a	(Man)3a	2D	Glycoform shorthand code	2	llm	upgraded from 2B: Short alphanumeric glycoform shorthand		2
GSD:40930df1-fbff-4a12-86b8-e9bac17a9d1c	(Man)3b	2D	Glycoform shorthand code	2	llm	shorthand glycoform code		1
GSD:faf597d7-a27f-4e58-80e6-e2b21d06052d	(Man)4	2E	Composition formula	2	llm	upgraded from 2B: Abbreviated composition format		1
GSD:f5e0334e-63bf-49d8-8860-3d607d53d090	(Man)4-(Fuc)-GlcNAc	2C	Composite descriptive phrase	2	llm	Composite branching description		1
GSD:f89f818f-e605-4c23-a45e-444eddd0eb1b	(Man)5-OMe	2B	Single descriptor phrase	2	llm	single descriptor with oligomer context		1
GSD:a9ce1b26-ecbc-435b-a62f-9a6fd09ffc09	Gal-GlcNAc-Man-(Gal-GlcNAc-Man)-Man-GlcNAc	2A	Linkage-specified substructure	2	llm	upgraded from 2B: Explicit sugar-linkage pattern present		1
GSD:8f70d20b-8316-4eb5-b791-e98eb7835021	Man-3 chitobiose core Fuc	2C	Composite descriptive phrase	2	llm	multiple descriptors combined		1
GSD:d533b4c7-c20d-4839-b14e-1853dd02c295	Mono-sialylated N-glycan from porcine fibrinogen	3C	Association-defined glycan marker	3	llm	explicit protein anchor present		1
GSD:e63e1b7a-88ff-4e50-a7d8-48cffa67c3d9	N-glycan mixture from horseradish peroxidase	3C	Association-defined glycan marker	3	llm	Protein reference present		1
GSD:7a02f83f-4c19-49a1-8c99-d0ccfd975e25	tri-sialylated N-glycan from porcine fibrinogen	3C	Association-defined glycan marker	3	llm	explicit protein anchor		1
GSD:57a357c5-daaf-4b6a-b6c1-7ea63e8dd54c	Sialylated triose type 1	2C	Composite descriptive phrase	2	llm	multiple descriptors present		1
GSD:d18e92e0-40b3-461b-a797-e490bc4c38b6	Neu5Ac-Gal-(Neu5Ac)-deoxy-GalNAc	2C	Composite descriptive phrase	2	llm	Composite glycan structure		1
GSD:8c75b6df-877e-4b4d-800b-78b4f0309a8f	Sia2TF	2D	Glycoform shorthand code	2	llm	shorthand glycoform code		1
GSD:1f64d5a9-7579-4ad2-95cc-13256c788bb2	Sialylated tetraose type 1	2C	Composite descriptive phrase	2	llm	multiple descriptors combined		1
GSD:d36af62d-c2ed-4e27-80ac-9df1fd333aa5	Disialylated tetraose type 1	2C	Composite descriptive phrase	2	llm	multiple descriptors combined		1
GSD:1c312282-bb09-46c6-8f3c-d536e146d4e4	Disialylated pentaose type 1	2C	Composite descriptive phrase	2	llm	"upgraded from 2B: contains two descriptors: ""disialylated"" and ""pentaose"""		1
GSD:73e36053-c634-4d6f-98a5-2028af786c46	Trisialylated pentaose type 1	2C	Composite descriptive phrase	2	llm	Composite description: trisialylated + type 1		1
GSD:dd02e662-7e97-4ecf-a796-0617bbafbc86	Sialylated tetraose type	2B	Single descriptor phrase	2	llm	descriptor + noun		1
GSD:fe29e276-8d75-4cec-84b0-c077b42d5ea2	LS-tetrasaccharide a (LSTa)	1A	Canonical named glycan entity	1	llm	upgraded from 2B: canonical named entity		1
GSD:fdb7a197-5bcd-4fdc-bdf7-128cdba806dd	LS-hexasaccharide d (3′-SiaLN-LN-LN)	2C	Composite descriptive phrase	2	llm	upgraded from 2B: The term describes a specific hexasaccharide composed of several linked residues (3’-SiaLN‑LN‑LN); it contains more than one structural descriptor rather than a single adjective plus an optional generic noun.		2
GSD:04a18a16-33f1-4b56-9e09-bd06e5b4bd1b	LS-tetrasaccharide d (3′-SiaLN-LN-LN)	2C	Composite descriptive phrase	2	llm	multiple descriptors combined		1
GSD:35e44d21-515f-412c-9a89-f5afd2c34211	deoxy-3′SLN	2B	Single descriptor phrase	2	llm	fallback – unclassified composite descriptor		1
GSD:5cdb6216-da26-49f4-8e73-a950f9e663b9	deoxy-6′SLN	2B	Single descriptor phrase	2	llm	single descriptor, no explicit anchor		1
GSD:b0e61e21-7b72-4a52-a020-351cf8a97ba9	Neu5Ac-Gal-(Fuc)-GlcNAc	2B	Single descriptor phrase	2	llm	generic oligomer description		1
GSD:11202984-bddb-45f1-8290-ec4c55c3bb32	Sialylated tetraose type 2	2C	Composite descriptive phrase	2	llm	multiple descriptors combined		1
GSD:af2648b9-a6c7-4912-a285-a7b4ca6a005a	Disialylated tetraose type 2	2C	Composite descriptive phrase	2	llm	multiple descriptors combined		1
GSD:a14b7a5b-2df1-4663-b7df-52820aa34335	Trisialylated pentaose type 2	2C	Composite descriptive phrase	2	llm	Composite description with two modifiers		1
GSD:611822b5-0bfa-41eb-91f4-ec7cb62c79b9	Neu5Ac a2-6 Gal b1-4 GlcNAc b1-4 Gal b1-4 GlcNAc	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notation		1
GSD:ac96c981-4bb7-47b7-af11-0a28984132d4	Type 1 LN	1B	Named recurrent structural feature	1	llm	Recognised substructure feature	G43784HS; G00056MO	5
GSD:7505d87c-60ac-43ea-aff8-218a5a7cdffa	Type 1 LN3	2C	Composite descriptive phrase	2	llm	Composite description of type‑1 lactosamine repeat	G85779MY; G17961XM	4
GSD:ac76eb87-d013-4201-b5d9-38e29643c8d4	6,6′-bisSulfo-Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis x derivative	G23094GH	2
GSD:e8759070-187e-4e86-ae75-0f4697e034f4	Blood group A	1A	Canonical named glycan entity	1	llm	canonical blood group epitope		1
GSD:07af07da-8628-47ba-b240-1010c9296737	4′-sulfated LDN	1B	Named recurrent structural feature	1	llm	substructure feature		1
GSD:beff2359-2cad-408e-8b22-817abe640fdd	O-Mannose Lex	1B	Named recurrent structural feature	1	llm	Known Lewis X substructure	G72060BE; G81516LH	4
GSD:20f585a1-7434-4a8f-a307-996619eab9f5	HNK-1 on O-mannose	1A	Canonical named glycan entity	1	llm	canonical epitope HNK‑1	G06898ZN; G60606QD; G82061CN	5
GSD:5d8b7707-65df-4565-bed2-e3edc229eeaa	Sulfo-isogloboside	1A	Canonical named glycan entity	1	llm	upgraded from 2B: ‘Sulfo‑isogloboside’ is a specific blood‐group antigen name rather than a simple descriptor plus noun.	G10057XH; G30925QW; G56133NW; G57036MA	5
GSD:9dfb86b5-0308-4b3e-a9af-0936fdf1f0fb	GD1	1A	Canonical named glycan entity	1	llm	Known ganglioside GD1	G81983KG; G24638PB	4
GSD:1c10f910-6371-463d-85c7-715bf40cfbef	GQ1aα	3A	Umbrella / glycoconjugate class	3	llm	generic ganglioside family	G26199BG; G90598GO	4
GSD:0990f080-1460-4182-b22b-59e78639cee6	GP1cα	2D	Glycoform shorthand code	2	llm	upgraded from 2B: Alphanumeric shorthand	G04433GV; G26203DP	3
GSD:b4f047db-d12c-4583-bff0-9e7c066981dc	GH1cα	2B	Single descriptor phrase	2	llm	default fallback	G14091MR	2
GSD:2b192936-42ad-4b0c-b9dc-ed1a702f3724	Mono-fucosyl LN5	2B	Single descriptor phrase	2	llm	descriptor + context noun	G64227KZ; G93536PN; G65223RT	6
GSD:e5f7b7de-8f9d-4351-afa0-aad63dc6a426	Mono-fucosyl LN3	2B	Single descriptor phrase	2	llm	descriptor+context noun	G65223RT; G80291PD	3
GSD:3ea43087-f938-4d98-96bc-60e0088ac78e	Extended tetrafucosyl-Leb	1A	Canonical named glycan entity	1	llm	Modified Lewis B epitope	G75811PV; G57142PA	5
GSD:83282a28-b2d1-408a-bdc5-ef6eb7a23556	Extended trifucosyl-Leb	1A	Canonical named glycan entity	1	llm	canonical Lewis b derivative		1
GSD:b9a8ac87-9c22-4564-ba02-295c1c6550cd	Sialyl Leaglycolipid	1A	Canonical named glycan entity	1	llm	Known sialyl Lewis glycolipid	G91326YS	3
GSD:5ff65e2e-bc24-46c3-8556-a575f33ee896	Monosialylganglioside LSTb	3A	Umbrella / glycoconjugate class	3	llm	belongs to ganglioside family	G72506RN; G83513YI	4
GSD:1a58a47f-6aee-499c-9be8-22eb2c610648	HNK-expressing SGLPG	2C	Composite descriptive phrase	2	llm	Composite description – HNK‑expressing plus SGLPG	G10503MP; G43040ZY	3
GSD:07f4c575-3773-445c-9105-68f9233d4036	6-Sialyl LN (type 1)	1B	Named recurrent structural feature	1	llm	Recognized glycobiology feature – sialyl‑LN type 1	G73708UL	4
GSD:0474dfda-62b0-44e3-9a9d-f8918c153bc1	alpha-oligomannoside	2B	Single descriptor phrase	2	llm	single descriptor oligomannoside	G07490EK; G29313LW; G51379UR	1
GSD:50901d7a-fc59-4fd9-beec-cbdf6f2b5cfc	Blood Group A Like	1A	Canonical named glycan entity	1	llm	canonical blood group A reference	G10902TC	1
GSD:d28a8847-24b7-4b09-85d9-6a57033ee04c	Blood Group H Like	1A	Canonical named glycan entity	1	llm	canonical blood group H-like epitope	G82749ZI	2
GSD:e378ed10-8d8f-49fe-8b28-06429710f586	CA19-9 antigen	3C	Association-defined glycan marker	3	llm	contains biomarker CA19‑9	G00053MO	1
GSD:a84b8d8d-ef52-4d5a-8c32-489cb6d31a98	CAD	X	Outside scheme	X	llm	non‑glycan abbreviation	G00063MO	2
GSD:47e8cd16-fe60-43f2-9d8e-91c0bf3d3b17	Cellulose like Glc(1-4)n	1C	Non-GAG homo/hetero-polymer	1	llm	Plant polysaccharide cellulose	G00025MO	1
GSD:bf50c766-1cc1-49a2-9791-c3797b1dd8ff	C-Series Gangliosides / Hemato- or Ganglio-Type	3A	Umbrella / glycoconjugate class	3	llm	umbrella ganglioside family	G45770AV	1
GSD:ebd8d749-43a1-4b87-9c3b-7fadd6b27aff	Disialogangliotetraosylceramide	3A	Umbrella / glycoconjugate class	3	llm	generic ganglioside category	G37184KW; G46677TE	1
GSD:d6dd0b36-a403-4d10-bbae-f7597e48bbe1	Fucose	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide noun	G82576YO	2
GSD:8a70797f-6d80-4392-9ab8-d0688c6940de	Galactose beta1	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide noun	G68158BT	1
GSD:37c3a314-7c82-495d-9324-f516de933f2a	Gangliotetraosylceramide	1A	Canonical named glycan entity	1	llm	canonical ganglio-series glycan	G05357CB; G21856LC	1
GSD:909f7ff0-10e6-48ad-8569-49e609a5a1a7	GH1ca	X	Outside scheme	X	llm	unrecognized term	G14091MR; G86139YL	4
GSD:5d28aecc-674e-4da9-bdb7-89663f4d8e31	Glucose	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide noun	G15021LG	1
GSD:62ab845c-2852-4f91-8416-2fa633398893	Glycosphingolipid Gala series	3A	Umbrella / glycoconjugate class	3	llm	umbrella glycosphingolipid category	G00016MO	3
